pmid	CIViC	MOAlmanac	OncoKB
23840364	0	0	1
23842656	1	0	0
23845441	1	0	0
23845641	1	0	0
23857093	1	0	0
23859443	1	0	0
23861105	1	0	0
23861977	1	0	0
23867504	1	0	0
23873422	1	0	0
23878140	1	0	0
23881388	1	0	0
23881929	1	0	0
23888070	1	1	0
23890088	1	0	1
23897899	0	1	0
23898052	1	0	0
23904111	1	0	0
23913169	1	0	0
23918833	1	0	0
23934108	1	0	0
23935914	1	0	0
23948972	1	0	0
23955565	1	0	0
23960094	1	0	0
23960186	1	0	0
23968328	1	0	0
23969006	0	0	1
23969938	1	0	0
23980093	0	1	0
23982599	1	0	0
23988873	1	0	0
23989949	1	0	0
23995526	1	0	0
24004674	1	0	0
24009064	1	0	0
24013721	1	0	0
24024839	0	0	1
24024844	0	0	1
24035188	1	0	0
24037524	1	0	0
24039832	1	0	0
24045412	1	0	0
24047651	1	0	0
24061647	1	0	0
24062953	1	0	0
24065105	1	0	0
24065731	1	0	0
24081659	1	0	0
24088382	1	0	0
24088390	1	0	0
24097869	1	0	0
24098545	1	0	0
24101484	1	0	0
24108467	1	0	0
24112165	1	0	0
24112392	1	0	0
24112705	1	0	0
24121789	1	0	0
24122810	1	0	1
24123378	0	0	1
24123531	1	0	0
24124145	1	0	0
24124571	1	0	0
24132471	1	0	0
24132921	1	0	0
24135816	1	0	0
24137399	1	0	0
24140933	1	0	0
24141786	1	0	0
24146218	1	0	0
24147197	1	0	0
24162739	1	0	0
24162815	1	0	0
24166148	1	0	0
24166501	1	0	0
24167368	1	0	0
24178622	1	0	0
24180494	1	0	1
24185007	1	0	0
24185510	1	1	0
24185512	1	0	0
24186003	1	0	0
24186319	1	0	0
24192513	1	0	0
24201813	1	0	0
24205792	1	0	0
24206762	1	0	0
24215620	1	0	0
24218601	0	1	0
24220272	1	0	0
24227820	0	0	1
24236021	1	0	0
24239278	1	0	0
24240112	1	1	0
24240680	0	0	1
24240700	1	1	0
24248532	1	0	0
24253377	1	0	0
24256029	1	0	0
24265152	1	0	0
24265153	1	1	0
24265154	0	1	0
24265155	1	0	0
24272204	1	0	0
24277854	1	0	0
24285021	0	0	1
24296758	1	0	0
24297342	1	0	0
24301059	1	0	0
24302556	1	0	0
24305702	1	0	0
24327581	1	0	0
24330038	1	0	0
24333121	1	0	0
24335498	1	0	0
24335534	1	0	0
24335681	1	0	0
24335962	1	0	0
24345751	0	0	1
24345920	1	0	1
24351425	1	0	0
24353160	1	0	1
24354346	1	0	0
24356815	1	0	0
24362817	1	0	0
24366361	1	0	0
24367492	1	0	0
24367893	1	0	0
24373973	1	0	0
24387334	1	0	0
24388723	1	0	0
24389445	0	0	1
24396464	1	0	0
24396697	1	0	0
24407160	1	0	0
24422672	1	0	0
24439929	1	0	0
24441288	0	0	1
24444711	0	1	0
24448819	1	0	0
24456122	1	0	0
24457318	1	0	0
24463458	1	0	0
24466223	1	0	0
24469040	1	0	0
24469055	1	0	0
24478318	1	0	0
24478319	0	1	1
24495407	1	0	1
24496303	1	0	0
24500418	1	0	0
24504448	1	0	0
24508103	1	0	1
24509625	1	0	0
24512910	1	0	0
24512939	1	0	0
24518179	1	0	0
24523439	0	0	1
24525742	1	0	0
24535670	0	0	1
24550739	1	1	0
24553387	1	0	0
24554720	0	1	0
24559322	1	0	0
24569458	1	1	1
24570209	1	0	0
24571676	1	0	0
24576830	1	0	1
24577089	1	0	0
24577117	1	0	0
24578576	1	0	0
24581539	1	0	0
24583796	1	0	0
24586605	1	0	0
24586741	1	0	0
24587245	1	0	0
24588908	1	0	0
24594804	1	0	0
24595080	1	0	0
24608574	1	0	0
24616537	1	0	0
24622468	1	0	1
24623981	1	0	0
24625776	1	0	1
24626198	1	0	0
24631838	1	0	1
24633157	1	0	0
24636847	1	0	0
24647522	1	0	0
24651015	1	0	0
24653627	1	0	0
24658004	1	0	0
24658966	1	0	0
24662454	1	0	0
24666267	1	0	0
24670165	1	1	0
24670642	1	0	0
24675041	1	1	1
24675358	1	0	0
24678776	1	0	0
24678933	1	0	0
24685132	1	0	0
24687085	0	0	1
24687827	1	0	0
24687927	1	0	0
24703573	1	0	0
24705250	1	0	0
24705251	1	0	0
24705252	1	0	0
24705254	1	0	0
24707167	1	0	0
24708484	1	0	0
24717934	0	1	0
24725538	1	0	0
24727326	1	0	0
24729484	1	0	0
24729716	1	0	0
24735930	1	0	0
24736073	1	0	0
24736079	1	0	1
24739896	0	0	1
24740294	1	0	0
24740809	1	0	0
24743239	1	0	0
24746704	0	0	1
24748501	1	0	0
24753125	1	0	0
24755888	1	0	0
24758907	1	0	0
24771645	1	0	0
24782778	1	0	0
24788118	1	0	0
24793816	1	0	0
24797300	1	0	0
24799460	1	0	0
24800185	1	0	0
24801015	1	0	0
24821190	1	0	0
24836576	1	0	0
24836762	1	0	0
24841718	1	0	0
24855211	1	0	0
24859829	1	0	0
24868024	1	0	0
24868098	1	0	0
24869598	1	0	0
24875859	1	0	0
24877602	1	0	0
24882434	1	0	1
24888229	1	0	0
24893891	1	0	1
24894453	1	0	0
24898067	1	0	0
24899684	1	0	0
24900187	0	0	1
24908064	1	0	0
24909177	1	0	0
24915778	1	0	0
24918820	1	0	0
24927325	1	0	0
24927407	1	0	0
24933606	1	0	1
24934408	1	0	0
24934779	1	0	0
24937673	0	1	0
24938562	1	0	0
24943832	1	0	0
24947927	1	0	0
24950457	1	0	0
24957073	1	0	0
24961465	1	0	0
24962318	1	0	0
24963404	0	0	1
24981688	1	0	0
24982505	1	0	0
24986515	1	0	0
24986690	1	0	0
24987354	1	0	0
24989892	1	0	0
24997557	1	0	0
25002028	1	0	0
25010864	1	0	0
25014773	1	0	0
25015329	1	0	0
25024077	1	0	0
25028698	1	0	0
25037139	1	0	0
25037629	1	0	0
25053825	1	0	0
25056119	1	0	0
25069792	1	0	0
25072261	1	0	0
25078357	1	0	0
25081542	1	0	0
25081901	1	0	0
25082261	1	0	0
25086725	1	0	0
25089570	1	0	0
25092772	1	0	0
25096233	0	1	1
25110411	0	0	1
25111426	1	0	0
25119015	1	0	0
25121551	1	0	0
25144364	1	0	0
25145343	1	0	0
25147369	1	0	0
25153538	1	0	0
25153719	1	0	0
25159823	1	0	0
25167228	1	0	0
25169980	0	0	1
25171497	1	0	0
25179728	1	0	0
25180155	1	0	0
25184630	1	0	0
25186949	1	0	0
25193870	1	1	0
25193991	1	0	0
25199678	1	0	0
25199829	1	0	0
25207766	1	0	1
25209580	1	0	0
25210794	1	0	0
25212275	1	0	0
25212276	1	0	0
25216528	1	0	0
25217002	1	0	0
25217772	1	0	0
25218906	1	0	0
25219713	1	0	0
25227833	1	0	0
25228534	1	0	0
25232318	1	0	0
25239608	1	0	1
25242168	1	0	0
25245423	1	0	0
25260694	0	0	1
25264305	1	0	1
25265492	1	0	1
25265494	1	0	1
25265970	1	0	0
25267748	1	0	0
25268372	1	0	0
25273096	1	0	0
25279299	0	0	1
25282218	1	0	0
25287822	1	0	0
25287827	0	0	1
25294897	1	0	0
25295501	1	1	0
25300346	1	0	0
25303977	1	0	0
25306392	1	0	0
25308295	1	0	0
25313745	1	0	0
25317746	1	0	0
25320358	0	1	0
25322874	1	0	0
25324139	1	0	0
25335741	1	0	0
25349473	1	0	0
25351743	1	0	0
25351745	1	0	1
25353071	1	0	0
25366685	1	0	1
25370464	1	0	0
25370471	1	1	0
25370473	0	0	1
25390905	1	0	0
25393796	1	0	1
25393798	1	0	1
25398453	1	0	0
25398829	1	0	0
25399551	1	0	1
25408655	1	0	0
25409150	1	0	0
25409260	0	1	0
25412851	1	0	0
25423555	1	0	0
25424858	1	0	0
25428504	1	0	0
25433983	1	0	0
25435214	0	0	1
25435907	1	0	0
25445424	1	0	0
25448848	1	0	0
25450872	0	1	0
25452114	1	0	0
25452615	1	0	0
25470694	1	0	0
25494863	1	0	0
25500057	0	1	0
25501229	1	0	0
25502557	1	0	0
25504439	1	0	0
25514658	0	1	0
25515853	1	0	0
25515960	0	0	1
25517749	1	0	0
25520391	1	0	0
25521405	1	0	1
25524464	1	0	0
25524477	1	0	0
25524798	1	0	0
25527633	1	0	0
25537159	1	0	0
25542057	1	0	0
25542901	1	0	0
25544636	1	0	0
25544710	1	0	0
25550361	1	0	0
25550549	1	0	0
25557169	1	0	0
25557216	1	0	0
25557953	1	0	0
25562111	1	0	0
25563310	1	0	0
25567352	1	0	0
25581430	1	0	0
25583779	1	0	0
25586468	1	0	0
25586603	1	0	0
25587029	1	0	0
25589191	1	0	1
25589621	1	0	0
25590338	1	0	0
25592632	0	0	1
25593184	1	0	0
25601188	1	0	0
25625803	1	0	0
25628030	1	0	0
25636205	1	0	0
25639617	1	0	0
25658984	1	0	0
25666295	1	0	0
25667280	1	0	0
25668009	1	0	0
25668228	1	0	0
25669829	1	0	0
25670080	1	0	0
25670082	1	0	0
25672916	1	0	0
25673558	1	0	0
25673644	1	0	0
25677871	1	0	0
25681199	1	0	0
25683602	1	0	0
25686104	1	0	0
25686603	1	0	0
25688157	1	0	0
25691057	1	0	0
25692060	1	0	0
25693012	1	0	0
25698061	1	0	0
25706985	1	0	0
25715769	1	0	0
25719666	0	1	0
25722381	1	0	0
25727400	1	0	0
25730903	1	0	0
25733882	1	0	0
25736571	1	0	1
25739674	1	0	0
25756405	1	0	0
25759019	1	0	0
25759020	1	0	0
25762343	1	0	0
25765070	1	1	0
25766722	1	0	0
25769807	1	0	0
25773797	1	0	0
25779942	1	0	0
25788273	1	0	0
25789838	1	0	0
25798586	1	0	0
25802883	1	0	0
25807284	1	0	0
25810375	1	0	0
25815361	1	0	0
25834803	1	0	0
25834951	1	0	0
25847936	1	0	0
25848357	1	0	0
25852058	1	0	0
25853010	1	0	0
25853747	1	0	0
25855536	1	1	0
25855885	1	0	0
25862853	1	0	0
25867206	1	0	0
25877889	0	0	1
25878190	1	0	0
25882982	1	0	0
25883215	1	0	0
25883647	1	0	0
25885801	1	0	0
25891174	1	1	0
25892145	1	0	0
25898962	1	0	0
25899310	1	0	0
25899785	1	0	0
25900183	1	0	0
25905001	0	0	1
25910840	1	0	0
25922291	1	0	0
25923549	1	0	1
25923550	1	1	0
25924824	1	0	0
25928036	1	0	0
25934888	1	0	0
25939061	1	0	1
25939761	1	0	0
25941111	0	0	1
25948633	1	0	0
25952648	1	0	0
25952756	1	0	0
25953157	1	0	0
25961751	1	0	0
25962120	1	0	0
25965575	1	0	0
25966224	1	0	0
25968887	1	0	0
25970248	1	0	0
25970771	1	0	0
25971938	1	0	1
25971939	1	0	1
25973082	1	0	0
25978031	1	0	0
25982012	1	0	0
25982282	1	0	0
25989278	1	0	0
26000489	1	0	0
26003007	1	0	0
26006067	1	0	0
26014096	1	0	0
26015511	1	0	0
26023796	0	1	0
26027660	1	0	0
26028255	0	1	1
26033044	1	0	0
26033501	1	0	0
26038887	1	0	0
26040495	0	0	1
26046389	1	0	0
26050650	1	0	0
26051236	1	0	1
26057002	1	0	0
26061751	1	0	0
26063633	1	0	0
26070258	1	0	0
26072686	1	0	1
26086854	1	0	0
26095797	1	0	0
26096845	1	0	0
26108461	1	0	0
26115874	1	0	0
26118315	1	0	0
26124204	1	0	0
26124334	1	0	0
26124496	1	0	0
26124919	1	0	0
26125448	1	0	0
26130666	1	0	0
26137564	1	0	0
26144315	0	0	1
26146478	1	0	0
26152787	1	0	0
26161928	1	0	0
26162296	1	0	0
26167872	1	0	0
26169613	1	0	0
26173738	1	0	0
26179511	1	0	0
26181029	1	1	0
26181256	1	0	0
26181354	1	0	1
26182309	1	0	0
26192301	1	0	0
26193344	1	0	0
26200454	1	0	0
26202607	0	0	1
26202931	1	0	0
26204491	1	0	0
26206558	1	0	0
26206867	1	0	1
26207647	1	0	0
26209642	1	0	0
26216294	1	0	1
26221234	1	0	0
26222558	1	0	0
26224408	1	0	0
26237499	1	0	0
26239229	1	0	0
26243863	1	0	0
26254407	1	0	0
26255196	1	0	0
26255626	1	0	0
26256760	1	0	0
26261420	1	0	0
26261604	1	0	0
26267899	1	0	0
26268241	1	0	0
26269204	1	0	0
26274016	1	0	0
26282658	1	0	0
26286086	0	0	1
26286452	1	0	0
26287849	1	1	1
26291013	1	0	0
26291055	1	0	0
26296355	1	0	0
26297285	1	0	0
26304929	1	0	0
26307133	1	0	0
26308528	1	0	0
26309414	1	0	0
26311741	1	0	0
26313268	1	0	0
26313362	1	0	0
26314551	1	0	1
26323668	1	0	0
26324360	1	0	1
26324363	1	0	1
26338418	1	0	0
26341751	1	0	0
26351323	1	1	1
26352686	1	0	1
26355392	0	0	1
26356327	1	0	0
26358404	0	1	0
26358790	1	0	0
26359337	0	1	0
26359368	1	0	0
26359985	1	0	0
26365017	1	0	0
26370156	1	0	0
26371285	1	0	0
26372703	1	0	0
26372962	1	0	0
26391455	1	0	0
26392102	1	0	0
26396737	1	0	0
26397223	1	0	0
26398480	1	0	0
26398831	0	0	1
26404892	1	0	0
26406150	0	1	0
26407235	1	0	0
26416414	1	0	0
26418749	1	0	0
26418897	1	0	0
26421964	1	0	0
26422378	1	0	0
26423602	1	0	0
26424760	1	0	0
26428308	1	0	0
26428316	1	0	0
26436839	1	0	0
26437031	1	0	0
26437366	1	0	0
26438159	0	0	1
26439803	1	0	0
26442524	1	0	0
26443624	0	1	0
26444240	1	0	0
26445453	1	0	0
26456083	1	0	0
26459177	1	0	0
26459251	1	0	0
26460303	1	0	0
26464169	1	0	0
26466009	1	0	0
26466010	1	0	0
26466569	0	0	1
26486786	1	0	0
26488212	1	0	0
26490311	1	0	0
26490654	1	0	0
26498130	1	0	0
26502926	1	0	0
26508446	1	0	0
26510020	1	1	0
26511885	0	1	0
26515464	1	0	1
26528855	1	0	0
26537256	1	0	0
26537301	1	0	0
26544513	1	0	0
26546295	1	0	0
26546616	1	0	0
26547802	1	0	0
26554404	1	0	0
26557775	1	0	0
26559459	1	0	0
26561417	1	0	0
26565381	1	0	0
26566875	0	0	1
26574622	1	0	0
26579623	1	0	0
26582644	1	0	0
26582647	1	0	0
26584481	1	0	0
26589432	1	0	0
26594798	1	0	0
26596672	1	0	0
26596839	1	0	0
26598547	1	0	0
26598747	1	0	0
26603524	1	0	0
26603525	1	0	0
26617739	1	0	0
26621817	1	0	0
26622510	1	0	0
26622630	1	0	0
26623049	1	0	0
26625204	1	0	0
26625312	1	0	0
26627007	1	0	0
26629066	1	0	0
26631615	1	0	0
26633560	1	0	0
26634247	1	0	0
26637881	1	0	0
26644315	1	0	0
26645196	0	1	0
26646755	1	0	0
26650448	1	0	0
26662432	1	0	0
26664143	1	0	0
26666244	1	0	0
26668065	1	0	0
26671993	1	0	0
26673008	1	0	0
26673800	1	0	0
26674132	1	0	0
26674738	1	0	0
26675289	1	0	0
26678033	1	0	0
26681761	1	0	0
26683709	1	0	0
26686064	1	0	0
26687137	1	0	0
26689995	1	0	0
26693065	1	0	0
26693073	1	0	0
26698910	1	0	1
26701727	1	0	0
26703895	1	0	0
26708155	1	0	0
26709701	1	0	0
26712101	1	0	0
26712222	1	0	0
26712909	1	0	0
26715889	1	0	0
26716414	1	0	0
26720284	1	0	0
26722081	1	0	0
26724472	1	0	0
26725216	1	0	0
26728409	0	1	0
26729184	1	0	0
26729443	1	0	1
26732095	1	0	0
26732495	1	0	0
26733615	1	0	0
26739882	1	0	0
26740259	1	1	0
26745678	1	0	0
26749488	0	0	1
26751376	1	0	0
26758680	1	0	0
26763786	1	0	0
26765760	1	0	0
26768165	1	0	0
26771088	1	0	0
26771872	1	0	0
26772734	1	0	0
26773740	1	0	0
26775591	1	0	0
26776312	1	0	0
26776917	1	0	0
26778701	1	0	0
26784937	1	0	0
26786851	1	0	0
26787234	1	0	0
26787751	1	0	0
26788326	1	0	0
26789727	1	0	0
26789870	1	0	0
26789877	1	0	0
26791794	1	0	0
26796762	1	0	0
26802149	1	0	0
26802155	1	0	0
26807188	1	0	0
26811533	1	0	0
26812186	1	0	0
26818906	1	0	0
26821351	1	0	0
26822128	1	0	0
26822237	1	0	0
26822383	1	0	0
26822398	1	0	0
26831663	1	0	0
26831717	1	0	1
26837699	1	0	0
26838030	1	0	0
26845121	1	0	0
26845194	1	0	0
26859458	1	0	0
26865419	1	0	0
26867820	1	0	0
26870193	1	0	0
26870817	1	0	0
26872370	1	0	0
26872634	1	0	0
26874901	1	0	1
26878724	1	0	0
26881434	1	0	0
26883114	1	0	0
26883990	1	0	0
26884591	1	0	0
26888827	1	0	0
26891277	1	0	0
26892177	1	0	0
26892698	1	0	0
26893365	1	0	0
26893853	1	0	0
26894380	1	0	0
26894620	1	0	0
26894859	1	0	0
26894977	1	0	0
26899019	1	0	0
26912052	1	0	0
26912360	0	1	0
26916894	1	0	0
26917690	1	0	0
26918046	1	0	0
26918451	1	0	0
26919435	1	0	0
26920352	1	0	0
26920887	1	0	0
26920892	1	0	0
26921265	1	0	0
26925841	1	0	0
26933125	1	0	0
26936308	0	0	1
26936505	1	0	0
26938871	1	0	0
26942101	1	0	0
26942346	1	0	0
26943774	1	0	0
26947875	1	0	0
26950277	1	0	0
26951079	1	0	0
26951309	1	0	0
26956051	1	0	0
26970723	1	0	0
26973324	1	0	0
26976114	1	0	0
26979979	1	0	0
26984080	1	0	0
26987942	1	0	0
26989027	1	0	0
26989536	1	0	0
26996308	1	0	0
26997480	0	1	0
27001570	1	0	0
27004155	1	0	0
27004400	1	0	0
27009855	1	0	0
27009859	1	0	0
27010960	1	1	0
27013195	1	0	0
27019113	1	0	0
27020857	1	0	0
27022036	1	0	0
27022066	1	0	0
27022112	1	0	0
27022118	1	0	0
27028764	1	0	0
27029710	1	0	0
27032107	1	0	0
27033953	1	0	0
27034144	1	0	0
27034505	1	0	0
27037411	1	0	0
27040853	1	0	0
27044931	1	0	0
27045755	1	0	1
27048246	1	1	0
27049722	1	0	0
27050560	1	0	0
27057652	1	0	0
27058230	1	0	0
27068398	1	0	0
27069254	1	0	0
27069690	1	0	0
27071706	0	1	0
27073655	1	0	0
27083334	1	0	0
27086175	0	0	1
27086918	1	0	0
27091708	1	0	0
27092876	1	0	0
27093299	1	0	0
27093365	1	0	0
27099147	1	0	0
27102076	1	0	0
27108243	1	0	1
27111033	0	1	0
27114462	1	0	0
27114605	1	0	0
27116997	1	0	0
27124835	1	0	1
27125982	1	0	0
27130468	0	0	1
27130508	1	0	0
27135738	1	0	0
27137476	1	0	0
27150425	1	0	0
27153245	1	0	0
27154293	1	0	0
27157931	1	0	0
27159395	1	0	0
27160228	1	0	0
27167191	1	0	0
27172793	1	0	0
27174753	1	0	0
27174785	1	0	0
27176795	1	0	0
27177629	1	0	0
27179038	1	0	0
27181063	1	0	0
27188206	0	0	1
27197561	1	0	0
27207775	1	0	0
27209210	1	0	0
27211795	1	0	0
27217383	1	0	0
27217448	0	0	1
27226433	1	0	0
27226732	0	1	0
27231123	1	0	0
27247421	1	0	0
27252418	1	0	0
27259011	1	0	0
27269946	1	0	1
27271022	1	0	0
27273450	1	0	0
27276402	1	0	0
27276561	1	0	0
27279227	1	0	0
27279544	0	0	1
27283319	0	1	0
27283860	1	0	1
27286459	1	0	0
27288520	1	0	0
27297869	1	0	0
27302369	1	0	0
27304188	1	0	0
27310333	0	1	1
27313181	1	0	0
27315356	1	0	0
27325049	1	0	0
27325282	1	0	0
27329137	0	1	0
27338794	0	1	0
27343442	1	0	1
27343443	1	0	0
27344947	1	0	0
27355533	1	0	0
27364904	1	0	0
27371698	1	0	0
27378523	1	0	0
27379982	1	0	0
27388325	1	0	0
27391784	1	0	1
27399335	1	0	0
27399807	0	1	0
27401242	1	0	0
27404270	1	0	0
27414035	1	0	0
27428428	1	0	0
27432227	1	0	1
27433843	1	0	0
27439424	1	0	0
27440269	1	0	0
27445490	1	0	0
27451907	1	0	0
27460442	1	0	0
27462141	0	0	1
27466707	1	0	0
27470558	1	0	0
27480103	1	0	1
27482884	1	0	1
27485109	1	0	0
27489350	1	0	0
27489863	1	0	0
27491651	1	0	0
27493271	1	0	0
27496133	0	1	0
27496134	1	0	0
27499916	1	0	0
27500726	1	0	0
27502722	1	0	0
27507192	1	0	0
27518686	1	0	0
27520988	1	0	0
27525386	1	0	0
27527340	1	0	0
27529817	1	0	0
27531699	0	1	0
27532019	0	1	0
27532222	1	0	0
27535980	1	0	0
27539324	1	0	0
27540956	0	1	0
27542767	1	0	0
27544060	1	0	0
27556863	1	0	0
27562493	1	0	0
27565908	1	0	0
27565911	1	0	1
27566387	1	0	0
27568520	1	0	0
27569104	1	0	0
27572939	0	1	0
27577079	1	0	0
27578599	1	0	0
27582545	1	0	0
27589690	1	0	0
27594191	1	0	0
27599705	0	1	0
27612423	1	0	0
27617348	1	0	0
27626067	1	0	0
27626312	1	0	0
27626483	1	0	0
27626698	1	0	0
27627808	1	0	0
27651169	1	0	0
27663592	1	0	0
27663899	0	1	0
27664271	1	0	0
27664533	1	0	0
27666659	0	0	1
27671675	1	0	0
27672108	0	0	1
27683556	1	0	0
27687311	1	0	0
27690220	0	1	0
27693535	0	0	1
27694386	1	0	0
27694828	1	0	0
27697991	1	0	0
27717299	0	0	1
27717507	0	1	0
27718847	1	0	0
27729313	1	0	0
27729324	1	0	0
27735949	1	0	0
27748766	1	0	0
27751729	1	0	0
27751847	0	0	1
27760149	0	1	0
27771611	1	0	0
27783987	0	1	0
27785053	1	0	0
27785399	1	0	0
27786591	0	1	0
27793752	0	1	0
27803005	1	0	0
27815723	1	0	0
27819322	1	0	0
27824051	1	0	0
27825616	1	0	0
27825636	1	0	1
27836716	1	0	0
27843590	0	1	0
27860260	1	0	0
27863413	1	0	0
27865106	1	0	0
27870571	1	0	0
27870574	1	0	1
27875625	1	0	0
27876675	1	0	0
27894077	1	0	0
27895058	1	0	0
27900359	1	0	0
27900589	1	0	0
27903500	1	0	0
27906677	1	0	0
27908594	1	0	0
27908881	1	0	0
27922010	1	0	0
27922681	1	0	0
27932068	1	0	0
27932416	1	0	0
27959684	1	0	0
27959700	1	0	0
27986707	0	0	1
27987579	0	0	1
27987585	0	0	1
27998968	1	0	0
28002790	1	0	0
28002800	1	0	0
28006088	1	0	0
28007021	1	0	0
28028034	1	0	0
28029918	1	0	1
28055970	0	1	0
28061634	1	0	0
28069043	1	0	0
28069604	1	0	0
28078132	1	0	0
28079291	1	0	0
28082415	1	0	0
28089594	0	0	1
28095277	0	0	1
28102363	1	1	0
28103578	1	0	0
28103611	1	0	0
28126333	0	0	1
28148839	1	0	0
28169069	1	0	0
28178529	1	0	0
28182994	0	1	0
28183697	1	0	1
28188185	1	0	0
28190001	1	0	0
28193778	1	0	0
28196207	0	0	1
28202511	1	0	0
28211448	1	0	0
28214514	1	0	0
28215740	1	0	0
28218239	0	0	1
28221861	1	0	0
28221868	0	1	0
28223103	1	0	0
28228279	0	1	0
28228601	0	0	1
28240971	1	0	0
28242752	1	0	0
28245838	0	1	0
28249646	1	0	0
28256701	1	0	0
28259104	1	0	0
28259530	1	0	0
28261513	1	0	0
28269754	1	0	0
28274957	1	0	0
28275037	1	0	0
28278724	1	0	0
28281183	1	0	0
28283584	0	0	1
28284557	1	0	1
28287083	1	0	0
28306514	1	0	0
28314589	1	0	0
28316110	1	0	0
28330462	1	0	0
28336552	0	0	1
28341702	1	0	0
28341788	1	0	0
28344857	0	0	1
28351930	1	0	0
28363909	1	0	0
28363999	1	0	0
28377484	1	0	0
28379443	1	0	0
28388566	1	0	0
28389374	1	0	0
28391274	1	0	0
28396313	0	0	1
28404093	1	0	0
28408464	1	0	0
28418267	1	0	0
28424065	0	0	1
28424201	1	0	0
28430626	1	0	0
28432847	1	0	0
28434515	0	0	1
28446439	1	0	0
28447912	0	0	1
28451792	1	0	0
28453411	1	0	0
28453554	1	0	0
28454547	1	0	0
28469506	1	0	0
28471952	1	0	0
28472902	1	0	0
28473407	1	0	0
28473535	1	0	0
28475456	1	0	1
28476872	1	0	0
28480077	1	0	0
28486044	1	0	0
28489509	1	0	1
28490518	1	0	0
28492898	1	0	0
28502724	1	0	0
28503092	1	0	0
28516360	1	0	1
28522754	0	0	1
28525386	1	0	0
28526536	1	0	0
28534865	1	0	0
28545823	1	0	0
28546144	1	0	0
28550065	1	0	0
28577946	1	0	0
28578312	0	0	1
28578601	1	0	1
28586279	1	0	1
28588020	1	0	1
28595259	1	0	0
28596308	0	0	1
28602779	1	0	0
28619999	1	0	0
28625641	0	0	1
28625646	0	0	1
28630051	0	1	0
28630796	1	0	0
28637688	1	0	0
28644114	1	0	1
28645776	1	0	1
28645941	0	0	1
28646318	1	0	0
28650583	1	0	0
28650600	1	0	0
28659148	0	0	1
28672024	1	0	0
28679691	1	0	0
28679771	1	0	0
28697140	1	0	0
28720666	1	0	0
28721348	1	0	0
28734759	0	0	1
28751755	1	0	0
28759044	1	0	0
28781534	1	0	0
28783719	1	0	1
28783722	0	1	0
28787259	1	0	0
28792849	1	0	0
28830912	1	0	0
28835699	1	0	0
28840192	0	1	0
28849724	1	0	0
28874593	1	0	0
28881160	1	0	0
28882436	0	0	1
28882614	1	0	0
28891408	1	0	1
28903422	1	0	0
28916367	0	0	1
28919011	0	0	1
28944243	1	0	0
28947956	1	0	0
28950338	1	0	0
28954285	0	1	0
28958502	1	0	1
28958504	1	0	0
28961848	0	0	1
28972961	1	0	0
28975118	1	0	0
28984141	0	0	1
28991513	0	0	1
29022557	1	0	0
29027195	1	0	0
29045526	1	0	0
29045832	0	0	1
29054983	1	0	0
29061793	1	0	0
29072975	1	0	1
29074098	0	0	1
29091516	0	0	1
29102694	1	0	1
29103871	1	0	0
29113912	1	0	0
29118224	1	0	0
29124493	1	0	0
29127119	1	0	0
29128427	0	0	1
29133777	1	0	0
29146401	1	0	1
29146893	1	0	0
29151359	0	1	1
29151941	1	0	0
29156677	1	0	0
29169524	1	0	0
29182496	1	0	1
29187377	1	0	0
29188284	0	0	1
29196463	1	0	0
29202477	1	0	0
29211833	1	0	0
29223478	1	0	0
29223982	1	0	0
29227476	1	0	0
29232554	0	0	1
29233825	0	0	1
29236635	1	0	1
29236940	1	0	0
29237803	1	0	0
29245078	1	0	0
29247021	0	0	1
29247039	1	0	0
29260852	1	0	0
29261439	0	1	0
29284707	0	0	1
29290255	1	0	0
29301960	1	1	0
29306020	1	0	0
29320312	1	0	1
29329157	1	0	0
29330336	1	0	0
29333528	1	0	0
29338080	1	0	0
29340041	1	0	0
29340050	0	0	1
29344264	1	0	0
29355075	0	0	1
29361468	0	0	1
29370427	1	0	0
29373100	0	0	1
29373830	1	0	0
29376144	0	0	1
29380516	0	0	1
29386539	1	0	0
29391129	1	0	0
29396065	1	0	0
29408328	1	0	0
29420467	0	1	1
29431699	1	0	1
29434033	1	0	0
29449437	1	0	0
29457796	0	0	1
29466156	1	0	1
29478780	0	1	0
29491307	1	0	0
29498923	1	0	0
29507076	1	0	0
29523624	1	0	0
29527595	0	0	1
29538669	1	0	0
29567798	0	0	1
29568384	0	0	1
29571986	0	0	1
29573941	1	0	1
29578538	1	0	0
29584549	1	0	1
29596029	1	0	1
29606586	1	0	0
29610121	1	0	0
29610391	1	0	0
29616089	1	0	0
29623306	1	0	0
29641966	1	0	0
29650362	1	0	1
29650534	1	0	1
29657135	0	0	1
29662268	1	0	0
29668860	0	0	1
29681510	1	0	0
29683819	1	0	0
29686424	0	0	1
29713646	0	0	1
29729363	1	0	0
29736026	1	1	0
29741569	1	0	0
29749453	1	0	0
29752349	1	0	0
29753700	1	0	0
29755131	1	0	0
29760383	1	0	0
29760553	1	0	0
29773603	1	0	0
29773717	1	0	0
29776962	1	0	0
29789510	1	0	0
29795717	1	0	0
29796191	1	0	0
29802158	1	0	0
29813026	1	0	0
29848605	1	0	1
29859851	0	0	1
29860938	1	0	1
29864379	0	0	1
29871882	1	0	0
29875101	0	0	1
29880614	1	0	0
29887214	1	0	0
